title,score,synopsis,genres,episodes,characters
BOYS BE ...,55,Historia atrapante y bien ejecutada. Repetiría sin dudar (55.0).,"Action, Comedy, Mecha, Romance, Sci-Fi",1.0,"Haku, Chihiro Ogino, Yubaba, Zeniba, Bou, Kaonashi, Akio Ogino, Yuuko Ogino, Kamajii, Rin, Kashira, Makkuro-Kurosuke, Ootori-sama, Oshira-sama, Kawa no Kami, Aogaeru"
D.N.Angel,55,Gran equilibrio entre acción y desarrollo de personajes (55.0).,"Action, Adventure, Drama, Mecha, Romance",1.0,"Shinichirou Isumi, Seiji Ogata, Hikaru Shindou, Yuuki Mitani, Akira Touya, Tetsuo Kaga, Shigeo Morishita, Hikaru no Chichi, Fujiwara no Sai, Mitsura Mashiba, Akari Fujisaki, Atsushi Kurata, Asumi Nase, Yoshitaka Waya, Kimihiro Tsutsui, Yuuta Fukui, Akiko Touya, Honinbou Kuwabara, Kousuke Ochi, Toshirou Tsubaki, Kouyou Touya, Mitsuko Shindou, Mitani no Ane, Hai Yang, Kaoru Kishimoto"
AIR,72,Historia atrapante y bien ejecutada. Repetiría sin dudar (72.0).,"Action, Mecha, Sci-Fi",1.79,"Kazuma, Straight Cougar, Kanami Yuta, Ayase Terada, Hou Ryuu, George Tatsunami, Kunihiko Kimishima, Kyoji Mujo, Urizane, Unkei, Emergy Maxfell, Akira Terada, Sou Kigetsuki, Asuka Tachibana, Martin Zigmar, Mimori Kiryu, Scheris Adjani, Biff, Elian Zigmar, Narrator"
Ayashi no Ceres,79,Excelente experiencia; animación y banda sonora destacadas (79.0).,"Action, Comedy",4.94,"Azusa Ishida, Akane Suzumiya, Mayu Tamano, Ayu Daikuuji, Takayuki Narumi, Haruka Suzumiya, Mitsuki Hayase, Fumio Hoshino, Shinji Taira, Motoko Kouzuki, Souchirou Suzumiya, Yoshiyuki Itou, Kaoru Suzumiya, Kenzou Sakiyama, Hotaru Amakawa, Manami Homura"
Kidou Senshi Gundam 0083: STARDUST MEMORY,79,Excelente experiencia; animación y banda sonora destacadas (79.0).,"Action, Comedy, Drama, Supernatural",3.58,"Tomohisa Harada, Mugiyama Sayoki, Manon Asakura, Kenichi Kurokawa, Sakura Sakurada, Mikura Suzuki, Asami Igarashi, Kazuto, Aya, Tanishi, Mao, Baba, Akudou, Aiko Hasegawa, Hosokawa, Kira, Leon, Hiroshi Otokawa, Misaki"
tactics,83,Gran equilibrio entre acción y desarrollo de personajes (83.0).,"Action, Drama, Romance, Sports",1.0,"Ayu Tateishi, Kaji Tetsushi, Maya Orihara, Hiroki Tsujiai, Nina Sakura, Nina's Grandfather, Rio, Luna, The Principal, Yuta Kirishima, Jun Kawanakajima, Tamura-sensei, Mikami-sensei, Persocom no Koe, Kyoushi, Onnanoko A, Onnanoko B, Homestay Saki Mama, Sakana-Ya no Tenshuu, Otoko, Onna, Oji-san, Kodomo, Akiho, Satomi"
D.N.Angel,66,Excelente experiencia; animación y banda sonora destacadas (66.0).,"Comedy, Ecchi, Romance, Slice of Life",49.59,"Spike Spiegel, Ein, Faye Valentine, Rhint Celonias, Vicious, Stella Bonnaro, MPU, Coffee, Appledelhi Siniz Hesap Lütfen, Andy Von de Oniyate, Judy, Shin, Roco Bonnaro, Grencia Mars Elijah Guo Eckener, Julia, Wen, Tongpu, Jet Black, Edward Wong Hau Pepelu Tivrusky IV, Bull, Fad, Meifa Puzi, Abdul Hakim, Dr. Londez, Miles"
Samurai 7,68,Historia atrapante y bien ejecutada. Repetiría sin dudar (68.0).,"Adventure, Fantasy, Mystery, Sci-Fi",6.36,"Kou  Uraki, South Burning, Alpha A. Bate, Eiphar Synapse, Nina Purpleton, Chap Adel, Aiguille Delaz, Bernard Monsha, Chuck Keith, Anavel Gato, Cima Garahau, Bask Om, Mora Boscht, Haman Karn, Jamitov Hymen"
Azumanga Daiou THE ANIMATION,71,Historia atrapante y bien ejecutada. Repetiría sin dudar (71.0).,"Drama, Romance, Slice of Life",4.3,"Kouya Sakagami, Soubi Agatsuma, Ginka, Hitomi Shinonome, Ritsuka Aoyagi, Kinka, Ai Myoushin, Nana Saotome, Yayoi Shioiri, Seimei Aoyagi, Yuiko Hawatari, Nagisa Sagan, Ritsu Minami, Natsuo Sagan, Midori Arai, Youji Sagan, Yamato Nakano, Kio Kaidou, Katsuko Sensei, Misaki Aoyagi"
Gensou Maden Saiyuuki,68,Gran equilibrio entre acción y desarrollo de personajes (68.0).,"Adventure, Comedy, Fantasy, Psychological",5.86,"Ayu Tateishi, Kaji Tetsushi, Hiroki Tsujiai, Nina Sakura"
Arc the Lad,61,Gran equilibrio entre acción y desarrollo de personajes (61.0).,"Action, Drama, Fantasy, Mystery, Romance",24.31,"Dietrich von Lohengrin, Peter, Radu Barvon, Wendy, Angelica, William Walter Wordsworth, Esther Blanchett, Caterina Sforza, Virgil Walsh, Agnes de Watteau, Ion Fortuna, Isaak Fernand von Kämpfer, Elise Wasmeyer, Seth Nightroad, Noélle Bor, Cain Nightroad, Hercules Tres Iqus, Vanessa Walsh, Astharoshe Aslan, Abel Nightroad, Kate Scott, Enderle Koutza, Alessandro XVIII, Francesco di Medici, Hugue de Watteau"
BECK,64,Historia atrapante y bien ejecutada. Repetiría sin dudar (64.0).,"Adventure, Fantasy, Mystery, Sci-Fi",11.66,"Alisa Bannings, Nanoha Takamachi, Suzuka Tsukimura, Amy Limietta, Lindy Harlaown, Alicia Testarossa, Fate Testarossa, Kyouya Takamachi, Chrono Harlaown, Arf, Yuuno Scrya, Miyuki Takamachi, Shinobu Tsukimura, Noel K. Ehrlichkeit, Farin K. Ehrlichkeit, Shirou Takamachi, Precia Testarossa, Momoko Takamachi, Bardiche, Raising Heart"
Love Hina Christmas Special: Silent Eve,77,Excelente experiencia; animación y banda sonora destacadas (77.0).,"Action, Adventure, Comedy, Drama, Sci-Fi",25.86,"Motoharu Kimata, Ran, Shinji, Toyama Haruhiko, Kohakura, Keigo Oonishi, Eriko Kaneda, Yoko Ryoko, Yoshii Kazuho, Ichise, Haru, Zushi, Kano, Tatsuya Sakimura, Michiko Hirota"
AKIRA,79,Excelente experiencia; animación y banda sonora destacadas (79.0).,"Action, Adventure, Comedy, Mystery, Sci-Fi",1.52,"Mutsumi Otohime, Masayuki Haitani, Haruka Urashima, Akiko Taichi, Naru Narusegawa, Kaolla Suu, Amalla Suu, Keitarou Urashima, Lamba Luu, Keisuke Urashima, Motoko Aoyama, Kentarou Sakata, Yashuhara Maehara, Tsuruko Aoyama, Seta Noriyasu, Mitsune Konno, Mei Narusegawa, Shinobu no Haha, Moé, Shinobu Maehara, Sarah McDougal, Hinata Urashima, Kimiaki Shirai, Tamago Onsen, Sachiyo Matsumoto"
Kidou Butouden G Gundam,70,Historia atrapante y bien ejecutada. Repetiría sin dudar (70.0).,"Drama, Romance, Slice of Life",6.47,"Cecily Fairchild, Seabook Arno, Carozzo Ronah, Annemarie Bourget, Bardo Chuui, Zabine Chareux, Meitzer Ronah, Reese Arno, Monica Arno, Dorel Ronah, Leslie Arno, Dwight Camry, Drosie Mua, Gillet Krueger, Berghito Pirieau, Georgi Azuma, Migen Maujin, Arthur Jung, Cosmo Eigesse, Nadia Ronah, Theo Fairchild, Leahlee Edaberry, Sam Ehrug, Bertuo Rodriguez, Minmi Editoh"
Ayashi no Ceres,68,Excelente experiencia; animación y banda sonora destacadas (68.0).,"Action, Adventure, Fantasy, Supernatural",22.48,"Rakushun, Taiki, Kouya, Riyou, Shoukei, Ikuya Asano, Gyousou Saku, Enki, Sanshi Haku, Sekki, Youko Nakajima, Chuuchin, Gaishi, Youka, Keiki, Shouryuu, Shoukou, Risai, Gyokuyou, Aozaru, Kantai, Ribi, Shushou, Yuka Sugimoto, Suzu Ooki"
Onegai☆Twins,67,Gran equilibrio entre acción y desarrollo de personajes (67.0).,"Action, Drama, Sports",23.54,"Abdul, Heero Yuy, Rashid Kurama, Duo Maxwell, Relena Peacecraft, Zechs Marquise, Quatre Raberba Winner, Trowa Barton, Sally Po, Onnanoko A, Wufei Chang, Lady Une, Lucrezia Noin, Mariemaia Khushrenada, Professor G, Catherine Bloom, Doctor J, Instructor H, Howard, Narrator"
D.C.: Da Capo,61,Excelente experiencia; animación y banda sonora destacadas (61.0).,"Action, Drama, Sports",12.06,"Kouta Otoyama, Shima Katase, Akira Kayama, Jinrai Shirogane, Ayaka Machida, Arisa Glennorth, Yayoi Fujisawa, Rinna Kazamatsuri, Masaru Odawara, Leila Barthes, Richard James, Joey Jones, Chiaki Katase"
Kidou Senshi Gundam: Dai 08 MS Shotai,71,Gran equilibrio entre acción y desarrollo de personajes (71.0).,Hentai,13.92,"Rin Tsuchimi, Forbesii, Eustoma, Kaede Fuyou, Lisianthus Eustoma, Asa Shigure, Nadeshiko Benibara, Nerine, Lycoris Forbesii, Kareha, Tsubomi, Ama Shigure, Itsuki Midoriba, Primula, Mayumi Thyme"
SLAM DUNK,76,Gran equilibrio entre acción y desarrollo de personajes (76.0).,"Comedy, Slice of Life",10.98,"Spike Spiegel, Ein, Faye Valentine, Lee Samson, Judy, Jet Black, Vincent Volaju, Edward Wong Hau Pepelu Tivrusky IV, Captain, Bull, Electra Ovilo, Punch, Bob, Rasheed, Renji, Harris, Lylie Kisha, Old Lady, Steve, Cashier, Kottouhinya Tenshu, Colonel, Jobim, Antonio, Carlos"
SLAM DUNK,70,Sorprendente de principio a fin; superó mis expectativas (70.0).,"Comedy, Slice of Life",8.15,"Kouji, Chichiri, Keisuke Yuuki, Yui Hongo, Mitsukake, Tokaki, Amiboshi, Suboshi, Chiriko, Tasuki, Soi, Tetsuya Kajiwara, Tamahome, Subaru, Tomo, Hotohori, Emthatt Chen, Nuriko, Shouka, Miaka Yuuki, Tama, Nakago, Miboshi, Chamka Tan, Ashitare"
Mononoke-hime,67,Muy recomendado: ritmo sólido y personajes entrañables (67.0).,"Action, Adventure, Comedy, Drama, Fantasy, Mahou Shoujo, Mystery, Romance, Supernatural",144.26,"Takumi Mayama, Shinobu Morita, Shuuji Hanamoto, Ayumi Yamada, Rokutarou, Rika Harada, Shin, Hagumi Hanamoto, Yuuta Takemoto, Leader, Miwako Teshigawara, Nurse, Kaoru Morita, Takumi Nomiya, Mitsuko Takemoto, Kazuo Aida, Shouda, Kazushi Yamazaki"
Eyeshield 21,70,Gran equilibrio entre acción y desarrollo de personajes (70.0).,"Comedy, Hentai, Mystery, Supernatural",25.66,"Shigure Takimi, Sanosuke Sagara, Kenshin Himura, Gentatsu Takatsuki, Toki Takatsuki, Hajime Saitou, Yahiko Myojin, Kaoru Kamiya, Suzume Gensai, Aritomo Yamagata, Toshiyoshi Kawaji, Ayame Gensai, Sadashirou Kajiki"
Vandread: the second stage,81,Muy recomendado: ritmo sólido y personajes entrañables (81.0).,"Action, Romance, Supernatural",11.81,"Shoutarou Kaneda, Kei, Kaori, Kai, Tetsuo Shima, Shikishima Taisa, Yamagata, Kiyoko, Takashi, Masaru, Nezu, Miyako, Ryuusaku, Akira, Resistance Member"
Mai-Otome,76,Excelente experiencia; animación y banda sonora destacadas (76.0).,"Comedy, Drama, Fantasy",12.78,"Rin Tsuchimi, Forbesii, Eustoma, Kaede Fuyou, Lisianthus Eustoma, Asa Shigure, Nadeshiko Benibara, Nerine, Lycoris Forbesii, Kareha, Tsubomi, Ama Shigure, Itsuki Midoriba, Primula, Mayumi Thyme"
Initial D FOURTH STAGE,60,Muy recomendado: ritmo sólido y personajes entrañables (60.0).,"Adventure, Comedy, Fantasy",1.0,"Chiyochichi, Kimura, Tomo Takino, Kagura, Koyomi Mizuhara, Yukari Tanizaki, Ayumu Kasuga, Minamo Kurosawa, Sakaki, Kaori, Chihiro, Chiyo Mihama, Yuka, Masaaki Ooyama, Miruchi, Kimura no Tsuma, Kamineko, Maya, Tadakichi-san, Nekokoneko"
Pia Carrot e Youkoso!! 2,75,Muy recomendado: ritmo sólido y personajes entrañables (75.0).,"Action, Adventure, Comedy, Drama, Fantasy, Mahou Shoujo, Mystery, Romance, Supernatural",26.0,"Nenene Sumiregawa, Lee Linho, Anita King, Nancy Makuhari, Junior, Yomiko Readman, Wendy Earhart, Joseph Carpenter, Drake Anderson, Maggie Mui, Sonny Wong, Michelle Cheung, Hisami Hishishii, Kim-san, John Woo"
Full Metal Panic! The Second Raid,61,Muy recomendado: ritmo sólido y personajes entrañables (61.0).,"Comedy, Slice of Life, Sports",11.71,"Griff, Kyouya Takamachi, Misato Mikami, Shinobu Tsukimura, Irene Noa, Nanoha Takamachi, Noel K. Ehrlichkeit, Shirou Takamachi, Ellis McGaren, Miyuki Takamachi, Fiasse Crystela, Momoko Takamachi"
Kidou Butouden G Gundam,84,Muy recomendado: ritmo sólido y personajes entrañables (84.0).,"Comedy, Romance",11.22,"Jun Kitagawa, Kaori Misaka, Mai Kawasumi, Ayu Tsukimiya, Sayuri Kurata, Mishio Amano, Kuze, Akiko Minase, Makoto Sawatari, Shiori Misaka, Nayuki Minase, Yuuichi Aizawa"
Wolf's Rain,70,Sorprendente de principio a fin; superó mis expectativas (70.0).,"Action, Adventure, Comedy, Drama, Fantasy",26.42,"Reika Morimura, Kenichi Hotta, Taizo Tenjin, Yusuke Takasaki, Wakaba Kutsuki, Arisa Haruno, Tadatomo Ijuuin, Hikaru Ichiban-Boshi, Midori Chitose, Sanae Minami, Chigusa Iino, Futaba Kutsuki, Kenta Koyasu, Yasushi Todoroki"
Kuro no Danshou,70,Muy recomendado: ritmo sólido y personajes entrañables (70.0).,"Action, Adventure, Drama, Romance",26.4,"Kouji, Chichiri, Keisuke Yuuki, Yui Hongo, Mitsukake, Tokaki, Amiboshi, Suboshi, Chiriko, Tasuki, Soi, Tetsuya Kajiwara, Tamahome, Subaru, Tomo, Hotohori, Emthatt Chen, Nuriko, Shouka, Miaka Yuuki, Tama, Nakago, Miboshi, Chamka Tan, Ashitare"
Ranma 1/2,57,Excelente experiencia; animación y banda sonora destacadas (57.0).,"Action, Adventure, Drama, Romance",2.45,"Kyoichi Kanzaki, Tsuyoshi Ueno, Chiharu Reicha, Makoto Kurumizawa, Yuki Okazaki, Jyunna Morio, Aki Mizutani, Sayaka Kanzaki, Takuya Yokota, Erika Kawai, Aya Kurihara, Yumi Kazama, Mizuki Takano, Nao Nitta, Yoshihiko Kenjo, Shouko Sayama, Chiharu Nitta, Natsue Horikawa"
Futakoi Alternative,64,Gran equilibrio entre acción y desarrollo de personajes (64.0).,"Adventure, Comedy, Fantasy, Psychological",7.18,"Masakazu Tougou, Kouriyama, Eri Sawachika, Pyotr, Lala Gonzalez, Yakumo Tsukamoto, Junko Tonami, Genkai Gotou, Kouji Yakushamaru, Kenji Harima, Tenma Tsukamoto, Tae Anegasaki, Itoko Osakabe, Akira Takano, Kazuya Tanaka, Mikoto Suou, Tsumugi Yuuki, Jirou Yoshidayama, Kentarou Nara, Harry McKenzie, Fuyuki Takeichi, Oji Karasuma, Megumi Sagano, Karen Ichijou, Sarah Adiemus"
Fushigi Yuugi: Eikoden,60,Sorprendente de principio a fin; superó mis expectativas (60.0).,"Drama, Mecha, Psychological, Sci-Fi",3.16,"Skuld, Sora Hasegawa, Toshiyuki Aoshima, Belldandy, Keiichi Morisato, Urd, Otaki Aoyama, Megumi Morisato, Toraichi Tamiya, Sayoko Mishima"
Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,75,Sorprendente de principio a fin; superó mis expectativas (75.0).,"Action, Adventure, Sci-Fi",39.36,"Rizel Iwaki, Lux Iwaki, Lan Lan Iwaki, Lobelia Iwaki, Rachel Iwaki, Kyouko Yachigusa, Tomonori Iwaki, Aoi Seimoto, Ryuunosuke Hououin, Natsumi Ihata, Papa A, Papa B, Papa C, Mariko Iwaki, Kenji Iwaki, Saki"
Initial D,82,Muy recomendado: ritmo sólido y personajes entrañables (82.0).,"Comedy, Ecchi, Romance, Sci-Fi",11.45,"Ryosei Furuki, Kyosuke Kanou, Seisuke Kanou, Hiroshi Ichikawa, Kouji Sakai Jefferson, Miki Tsujiwaki, Rodrigo, Yuujirou Kamiyama"
Tokyo Underground,60,Sorprendente de principio a fin; superó mis expectativas (60.0).,"Action, Drama, Ecchi, Mystery, Psychological, Supernatural",1.0,"Kyoichi Kanzaki, Tsuyoshi Ueno, Chiharu Reicha, Makoto Kurumizawa, Yuki Okazaki, Jyunna Morio, Aki Mizutani, Sayaka Kanzaki, Takuya Yokota, Erika Kawai, Aya Kurihara, Yumi Kazama, Mizuki Takano, Nao Nitta, Yoshihiko Kenjo, Shouko Sayama, Chiharu Nitta, Natsue Horikawa"
Zipang,73,Gran equilibrio entre acción y desarrollo de personajes (73.0).,"Action, Comedy, Drama, Mecha, Sci-Fi",49.94,"Loran Cehack, Keith Laijie, Gym Ghingham, Taruka, Fran Doll, Muron Muron, Phil Ackman, Yanny Oviess, Gavane Goonny, Harry Ord, Teteth Halleh, Kihel Heim, Dianna Soreil, Sochie Heim, Cancer Kafka, Agrippa Maintainer, Merrybell Gadget, Bruno, Sid Munzer, Lily Borjarno, Joseph Yaht, Guin Sard Rhineford, Corin Nander, Jacop, Michael Gern"
Ai Yori Aoshi,68,Muy recomendado: ritmo sólido y personajes entrañables (68.0).,"Action, Comedy, Drama, Mystery",69.98,"Masaharu Ogata, Tamayo Kizuki, Shoko Asami, Kaede Saito, Hiromi Fujimori, Ohjiro Mihara, Shikaisha, Sai Jounouchi, Ryou Misaki, Madoka Fujisaki, Kotarou Kobayashi, Ringo Seto, Maria Shibata, Ichirou Mihara, Shuko Suzuhara, Misaki Suzuhara, Hatoko Kobayashi, Tomoko Yamada, Arisu Fujisaki, Yuko Inada, Suzuka, Hikaru"
Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,75,Historia atrapante y bien ejecutada. Repetiría sin dudar (75.0).,"Comedy, Hentai, Mystery, Supernatural",5.03,"Elixir, Izarra Tumbler, Postino, Rose, Mirabelle, Drambuie, Jing, Cidre, Kir, Stir, Angostura, Vodka, Fino Quart, Countess Dubonnet, Cidre's Mother"
AIR,58,Sorprendente de principio a fin; superó mis expectativas (58.0).,"Comedy, Ecchi, Romance, Slice of Life",25.11,"Kogoro Katsura, Kenshin Himura, Toshizo Hijikata, Shinsaku Takasugi, Enishi Yukishiro, Tomoe Yukishiro, Hajime Saitou, Seijuurou Hiko, Souji Okita, Isami Kondo, Tatsumi, Iizuka"
Maburaho,67,Excelente experiencia; animación y banda sonora destacadas (67.0).,"Action, Drama, Romance, Supernatural",25.33,"Mutsumi Otohime, Akiko Taichi, Naru Narusegawa, Keitarou Urashima, Motoko Aoyama, Yashuhara Maehara, Mitsune Konno, Kaolla Suu, Shinobu Maehara, Sarah McDougal, Ken Akamatsu, Kimiaki Shirai, Kentarou Sakata, Masayuki Haitani, Haruka Urashima, Kikuko Onoue, Mei Narusegawa, Seta Noriyasu, Sachiyo Matsumoto, Tamago Onsen, Emi Ichikawa"
Speed Grapher,80,Muy recomendado: ritmo sólido y personajes entrañables (80.0).,"Action, Comedy, Drama, Supernatural",1.0,"Masamichi Fujisawa, Ifurita, Katsuhiko Jinnai, Rune Venus, Diva, Alielle Relrye, Miz Mishtal, Makoto Mizuhara, Nanami Jinnai, Shayla Shayla, Afura Mann, Uura"
Kidou Shin Seiki Gundam X,77,Sorprendente de principio a fin; superó mis expectativas (77.0).,"Action, Comedy, Drama, Supernatural",13.52,"Kousei Shimazaki, Maiku Kamishiro, Koishi Herikawa, Ichigo Morino, Kei Kusanagi, Miina Miyafuji, Karen Onodera, Kaede Misumi, Yuuka Yashiro, Tsubaki Oribe, Mizuho Kazami, Marie, Haruko Shidou, Matagu Shidou"
Trinity Blood,78,Sorprendente de principio a fin; superó mis expectativas (78.0).,"Action, Drama, Mecha, Sci-Fi",24.52,"Rumina Asagi, Ginosuke Isuzu, Shielle Messiah, Reiyon, Tail Ashford, Chelsea Rorec, Ruri Sarasa"
Kidou Senshi Zeta Gundam,75,Sorprendente de principio a fin; superó mis expectativas (75.0).,"Action, Drama, Mystery, Sci-Fi",1.0,"Jean Fabre, Joseph Carpenter, Genjo Sanzo, Nancy Makuhari, Drake Anderson, Wendy Earhart, Yomiko Readman, Otto Lilienthal, Ikkyu Soujun, Gennai Hiraga, Stephen Wilcox, Ludwig van Beethoven"
SLAM DUNK,61,Sorprendente de principio a fin; superó mis expectativas (61.0).,"Comedy, Drama, Ecchi, Romance, Sci-Fi",75.26,"Shigure Takimi, Sanosuke Sagara, Kenshin Himura, Gentatsu Takatsuki, Toki Takatsuki, Hajime Saitou, Yahiko Myojin, Kaoru Kamiya, Suzume Gensai, Aritomo Yamagata, Toshiyoshi Kawaji, Ayame Gensai, Sadashirou Kajiki"
Ijigen no Sekai El Hazard,63,Sorprendente de principio a fin; superó mis expectativas (63.0).,"Action, Comedy, Sports",2.94,"Sara Mudou, Rosiel, Katan, Yue Katou, Setsuna Mudou, Sakuya Kira, Alexiel, Adam Kadmon, Metatron, Arachne, Sevothtarte, Kurai, Belial, Ruri Saiki"
Kenpuu Denki Berserk,84,Historia atrapante y bien ejecutada. Repetiría sin dudar (84.0).,"Drama, Romance, Slice of Life",24.3,"Sena Kobayakawa, Ryokan Kurita, Youichi Hiruma, Kengo Mizumachi, Manabu Yukimitsu, Mamori Anezaki, Daikichi Komusubi, Shun Kakei, Gen Takekura, Haruto Sakuraba, Seijuro Shin, Tarou Raimon, Natsuhiko Taki, Jeremy Watt, Agon Kongou, Mamoru Banba, Koutaro Sasaki, Shozo Togano, Kazuki Juumonji, Koji Kuroki, Hayato Akaba, Doburoku Sakaki, Shien Mushanokoji, Jo Tetsuma, Patrick Spencer"
Kita e.: Diamond Dust Drops,72,Muy recomendado: ritmo sólido y personajes entrañables (72.0).,"Adventure, Fantasy, Mystery, Sci-Fi",13.12,"Van Fanel, Allen Schezar, Dilandau Albatou, Chid Ouji, Chesta, Hitomi Kanzaki, Folken Fanel, Merle, Dryden Fassa, Gaddes, Millerna Sara Aston, Naria, Varie Fanel, Zongi, Jajuka, Balgus Ganesha, Mogura Otoko, Eriya, Dornkirk, Shikikan, Plaktu"
Chrno Crusade,70,Gran equilibrio entre acción y desarrollo de personajes (70.0).,"Action, Comedy, Hentai, Sci-Fi",24.64,"Gon Freecss, Hisoka Morow, Wing, Abengane, Ging Freecss, Genthru, Franklin Bordeaux, Nickes, Senritsu, Eeta, Biscuit Krueger, Kortopi, Killua Zoldyck, Kurapika, Kozufutoro, Shalnark Ryuseih, Feitan Portor, Shizuku Murasaki, Leorio Paradinight, Phinks Magcub, Milluki Zoldyck, Machi Komacine, Tsezguerra, Battera, Puhat"
ONE PIECE,59,Excelente experiencia; animación y banda sonora destacadas (59.0).,"Drama, Mecha, Sci-Fi",5.04,"Masamichi Fujisawa, Ifurita, Katsuhiko Jinnai, Rune Venus, Diva, Alielle Relrye, Miz Mishtal, Makoto Mizuhara, Nanami Jinnai, Shayla Shayla, Afura Mann, Uura"
LOVELESS,71,Historia atrapante y bien ejecutada. Repetiría sin dudar (71.0).,"Comedy, Ecchi, Romance, Sci-Fi",11.91,"Sayaka Takai, Azusa Hinomori, Tomomi Aizawa, Kouji Maeda, Akemi Hasegawa"
Gosenzo San'e,67,Gran equilibrio entre acción y desarrollo de personajes (67.0).,"Action, Drama, Mystery, Sci-Fi",26.59,"Chrono Harlaown, Alisa Bannings, Nanoha Takamachi, Suzuka Tsukimura, Amy Limietta, Linith, Lindy Harlaown, Alicia Testarossa, Fate Testarossa, Kyouya Takamachi, Hayate Yagami, Vita, Arf, Reinforce II, Shamal, Reinforce I, Yuuno Scrya, Signum, Miyuki Takamachi, Sachie Ishida, Lotte Liese, Noel K. Ehrlichkeit, Alia Liese, Leti Lowran, Zafila"
Chuuka Ichiban!,56,Sorprendente de principio a fin; superó mis expectativas (56.0).,"Adventure, Romance",24.31,"Gon Freecss, Silva Zoldyck, Hisoka Morow, Kite, Gozu, Izunavi, Basho, Majitani, Ging Freecss, Johness, Senritsu, Canary, Menchi, Mito Freecss, Kortopi, Ponzu, Anita, Zushi, Wing, Killua Zoldyck, Bodoro, Bourbon, Kiriko, Umori, Uvogin"
Lodoss-tou Senki,62,Excelente experiencia; animación y banda sonora destacadas (62.0).,"Action, Adventure, Drama, Mecha, Sci-Fi",24.39,"Yoshitsune, General Edward Uranus III, Hitomi, Hades, Deunan Knute, Nike, Briareos Hecatonchires, Athena Areios, Gilliam Knute, Lance, Kudoh, Electryon, Cadmus"
Love Hina,71,Excelente experiencia; animación y banda sonora destacadas (71.0).,"Comedy, Drama, Romance",12.64,"Sayoko Mishima, Skuld, Senbei, Lind, Sora Hasegawa, Toshiyuki Aoshima, Belldandy, Urd, Keiichi Morisato, Otaki Aoyama, Megumi Morisato, Ex, Toraichi Tamiya, Koshian, Chrono, Marller, Ere"
Initial D SECOND STAGE,71,Gran equilibrio entre acción y desarrollo de personajes (71.0).,"Comedy, Drama, Romance",11.44,"Akio, Leo Jinno, Kyohei Tachibana, Sei, Angelique, Jo, Yoko, Amy, Meg, Azuma Iriki, Shiho Kazami, Keiko Shiratoro, Takane Katsu, Lava, Maria, Shirley, Jei Kokuren, Lee, Sam, Narrator"
R.O.D -READ OR DIE-,76,Muy recomendado: ritmo sólido y personajes entrañables (76.0).,Hentai,23.7,"Taiki, Aoi Koga, Mitsuki Kouyama, Izumi Rio, Madoka Wakamatsu, Takuto Kira, Meroko Yui, Fuzuki Koyama, Kumi, Keiichi Wakaouji, Masami Ooshige, Jonathan, Eichi Sakurai"
Mahou Shoujo Lyrical Nanoha A's,61,Historia atrapante y bien ejecutada. Repetiría sin dudar (61.0).,"Drama, Mecha, Sci-Fi",25.67,"Kazuki Makabe, Yukie Kariya, Sakura Kaname, Yumiko Toomi, Kouyou Kasugai, Canon Memphis, Kenji Kondou, Mamoru Kodate, Seri Tatekami, Fumihiko Makabe, Soushi Minashiro, Karin Kuramae, Maya Toomi, Shouko Hazama, Chizuru Toomi, Kyousuke Mizoguchi, Michio Hino, Tsubaki Minashiro, Rina Nishio, Chisato Kodate, Akira Nishio, Hiroto Douma, Ayano Kondou, Olga Katina Betrenko, Jeremy Lee Marcy"
